"id";"shot_data_id";"expert_trajectory";"expert_note";"expert_p_system";"expert_suggestion";"expert_cause";"expert_err_msg";"expert_update_time"
8085;8112;"出球方向往目標右側飛出再向左曲回到目標之小左曲球(P7觸球時桿面角度方正，揮桿路徑大於桿面角度。球直直的飛出去之後往左曲回到目標)";"";"P2~3 上桿";"置球點到擊球落點的距離一般水準 這是職業選手喜歡打出的球路，瞄球時桿面朝向目標，站姿朝向目標右方，上桿時維持軸心，P2至P4胸椎充分旋轉，下桿時重心往左，左半身帶領，P5至P6右肩和右手肘維持外旋，左手腕在P5.5時屈曲，維持手腕角度過球，轉身至P10收桿。";"手腕角度保持得很好，觸球時桿面方正，且揮桿軌跡由內向外所致。";"";"2023-02-14 16:03:19"
8086;8113;"擊球失敗,無法判定";"";"擊球失敗,無法判定";"擊球發射角度超出正常範圍";"擊球姿勢嚴重錯誤";"";"2023-02-14 16:03:48"
8087;8114;"擊球失敗,無法判定";"";"擊球失敗,無法判定";"擊球發射角度超出正常範圍";"擊球姿勢嚴重錯誤";"";"2023-02-14 16:04:43"
8088;8115;"出球方向往目標右側飛出再向左曲回到目標之小左曲球(P7觸球時桿面角度方正，揮桿路徑大於桿面角度。球直直的飛出去之後往左曲回到目標)";"";"P2~3 上桿";"置球點到擊球落點的距離達到標準水準 這是職業選手喜歡打出的球路，瞄球時桿面朝向目標，站姿朝向目標右方，上桿時維持軸心，P2至P4胸椎充分旋轉，下桿時重心往左，左半身帶領，P5至P6右肩和右手肘維持外旋，左手腕在P5.5時屈曲，維持手腕角度過球，轉身至P10收桿。";"手腕角度保持得很好，觸球時桿面方正，且揮桿軌跡由內向外所致。";"";"2023-02-14 16:05:29"
8089;8116;"擊球失敗,無法判定";"";"擊球失敗,無法判定";"擊球發射角度超出正常範圍";"擊球姿勢嚴重錯誤";"";"2023-02-14 16:05:54"
8090;8117;"出球方向往目標右側飛出再向左曲回到目標之小左曲球(P7觸球時桿面角度方正，揮桿路徑大於桿面角度。球直直的飛出去之後往左曲回到目標)";"";"P2~3 上桿";"置球點到擊球落點的距離一般水準 這是職業選手喜歡打出的球路，瞄球時桿面朝向目標，站姿朝向目標右方，上桿時維持軸心，P2至P4胸椎充分旋轉，下桿時重心往左，左半身帶領，P5至P6右肩和右手肘維持外旋，左手腕在P5.5時屈曲，維持手腕角度過球，轉身至P10收桿。";"手腕角度保持得很好，觸球時桿面方正，且揮桿軌跡由內向外所致。";"";"2023-02-14 16:06:28"
8091;8118;"出球方向往目標右側飛出再向左曲回到目標之小左曲球(P7觸球時桿面角度方正，揮桿路徑大於桿面角度。球直直的飛出去之後往左曲回到目標)";"";"P2~3 上桿";"置球點到擊球落點的距離達到標準水準 這是職業選手喜歡打出的球路，瞄球時桿面朝向目標，站姿朝向目標右方，上桿時維持軸心，P2至P4胸椎充分旋轉，下桿時重心往左，左半身帶領，P5至P6右肩和右手肘維持外旋，左手腕在P5.5時屈曲，維持手腕角度過球，轉身至P10收桿。";"手腕角度保持得很好，觸球時桿面方正，且揮桿軌跡由內向外所致。";"";"2023-02-14 16:07:28"
8092;8119;"出球方向往目標右側飛出再向左曲回到目標之小左曲球(P7觸球時桿面角度方正，揮桿路徑大於桿面角度。球直直的飛出去之後往左曲回到目標)";"";"P2~3 上桿";"置球點到擊球落點的距離達到專業水準 這是職業選手喜歡打出的球路，瞄球時桿面朝向目標，站姿朝向目標右方，上桿時維持軸心，P2至P4胸椎充分旋轉，下桿時重心往左，左半身帶領，P5至P6右肩和右手肘維持外旋，左手腕在P5.5時屈曲，維持手腕角度過球，轉身至P10收桿。";"手腕角度保持得很好，觸球時桿面方正，且揮桿軌跡由內向外所致。";"";"2023-02-14 16:07:34"
8093;8120;"擊球失敗,無法判定";"";"擊球失敗,無法判定";"擊球發射角度超出正常範圍";"擊球姿勢嚴重錯誤";"";"2023-02-14 16:08:18"
8094;8121;"出球方向往目標右側飛出再向左曲回到目標之小左曲球(P7觸球時桿面角度方正，揮桿路徑大於桿面角度。球直直的飛出去之後往左曲回到目標)";"";"P2~3 上桿";"下桿時，膝關節伸直，腰部伸展，聳肩、抬頭，上臂用力導致手肘彎曲，身體重心移到腳跟";"手腕角度保持得很好，觸球時桿面方正，且揮桿軌跡由內向外所致。";"";"2023-02-14 16:08:23"
8095;8122;"擊球失敗,無法判定";"";"擊球失敗,無法判定";"擊球發射角度超出正常範圍";"擊球姿勢嚴重錯誤";"";"2023-02-14 16:08:54"
8096;8123;"擊球失敗,無法判定";"";"擊球失敗,無法判定";"擊球發射角度超出正常範圍";"擊球姿勢嚴重錯誤";"";"2023-02-14 16:09:16"
8097;8124;"出球方向往目標右側飛出再向左曲回到目標之小左曲球(P7觸球時桿面角度方正，揮桿路徑大於桿面角度。球直直的飛出去之後往左曲回到目標)";"";"P2~3 上桿";"置球點到擊球落點的距離達到標準水準 這是職業選手喜歡打出的球路，瞄球時桿面朝向目標，站姿朝向目標右方，上桿時維持軸心，P2至P4胸椎充分旋轉，下桿時重心往左，左半身帶領，P5至P6右肩和右手肘維持外旋，左手腕在P5.5時屈曲，維持手腕角度過球，轉身至P10收桿。";"手腕角度保持得很好，觸球時桿面方正，且揮桿軌跡由內向外所致。";"";"2023-02-14 16:09:50"
8098;8125;"擊球失敗,無法判定";"";"擊球失敗,無法判定";"擊球發射角度超出正常範圍";"擊球姿勢嚴重錯誤";"";"2023-02-14 16:09:51"
8099;8126;"出球方向往目標右側飛出再向左曲回到目標之小左曲球(P7觸球時桿面角度方正，揮桿路徑大於桿面角度。球直直的飛出去之後往左曲回到目標)";"";"P2~3 上桿";"置球點到擊球落點的距離達到標準水準 這是職業選手喜歡打出的球路，瞄球時桿面朝向目標，站姿朝向目標右方，上桿時維持軸心，P2至P4胸椎充分旋轉，下桿時重心往左，左半身帶領，P5至P6右肩和右手肘維持外旋，左手腕在P5.5時屈曲，維持手腕角度過球，轉身至P10收桿。";"手腕角度保持得很好，觸球時桿面方正，且揮桿軌跡由內向外所致。";"";"2023-02-14 16:10:23"
8100;8127;"擊球失敗,無法判定";"";"擊球失敗,無法判定";"擊球發射角度超出正常範圍";"擊球姿勢嚴重錯誤";"";"2023-02-14 16:10:36"
8101;8128;"出球方向往目標右側飛出再向左曲回到目標之小左曲球(P7觸球時桿面角度方正，揮桿路徑大於桿面角度。球直直的飛出去之後往左曲回到目標)";"";"P2~3 上桿";"置球點到擊球落點的距離一般水準 這是職業選手喜歡打出的球路，瞄球時桿面朝向目標，站姿朝向目標右方，上桿時維持軸心，P2至P4胸椎充分旋轉，下桿時重心往左，左半身帶領，P5至P6右肩和右手肘維持外旋，左手腕在P5.5時屈曲，維持手腕角度過球，轉身至P10收桿。";"手腕角度保持得很好，觸球時桿面方正，且揮桿軌跡由內向外所致。";"";"2023-02-14 16:10:53"
8102;8129;"出球方向往目標左側之後再更向左曲之左拉曲球或稱為大左曲球(P7觸球時桿面角度和軌跡都朝左，且桿面角度大於揮桿軌跡，所以出球路徑往左飛後再更左曲)";"";"P2~3 上桿";"置球點到擊球落點的距離達到專業水準 上桿時維持軸心，P2主P4胸椎充分旋轉下桿時重心往左，左半身帶領，P5至P6右肩和右手肘維持外旋，左手腕在P5.5時屈曲，維持手腕角度過球，轉身至P10收桿。";"通常是因為右手出力手腕往下壓太快導致揮桿路徑由外往內，且翻轉了手腕";"";"2023-02-14 16:11:41"
8103;8130;"出球方向往目標右側之後再更往右曲之大右曲球(P7觸球時桿面過開，且揮桿軌跡由內往外但少於桿面角度，球會往右飛，然後再更向右曲)";"";"P2~3 上桿";"上桿時維持軸心，P2時桿身平行於雙腳之平行線，保持桿面角度，P2至P4胸椎充分旋轉，下桿時於P3重心往左，左半身帶領的同時，P5至P6右肩和右手肘維持外旋，左手腕在P5.5時屈曲，維持手腕角度過球，轉身至P10收桿。";"上桿過度陡峭，下桿時突然過度由內往外打，或是上桿太內側且由內往外推所致。";"";"2023-02-14 16:11:41"
8104;8131;"出球方向往目標右側飛出再向左曲回到目標之小左曲球(P7觸球時桿面角度方正，揮桿路徑大於桿面角度。球直直的飛出去之後往左曲回到目標)";"";"P2~3 上桿";"置球點到擊球落點的距離達到專業水準 這是職業選手喜歡打出的球路，瞄球時桿面朝向目標，站姿朝向目標右方，上桿時維持軸心，P2至P4胸椎充分旋轉，下桿時重心往左，左半身帶領，P5至P6右肩和右手肘維持外旋，左手腕在P5.5時屈曲，維持手腕角度過球，轉身至P10收桿。";"手腕角度保持得很好，觸球時桿面方正，且揮桿軌跡由內向外所致。";"";"2023-02-14 16:12:15"
8105;8132;"出球方向往目標右側飛出再向左曲回到目標之小左曲球(P7觸球時桿面角度方正，揮桿路徑大於桿面角度。球直直的飛出去之後往左曲回到目標)";"";"P2~3 上桿";"置球點到擊球落點的距離達到標準水準 這是職業選手喜歡打出的球路，瞄球時桿面朝向目標，站姿朝向目標右方，上桿時維持軸心，P2至P4胸椎充分旋轉，下桿時重心往左，左半身帶領，P5至P6右肩和右手肘維持外旋，左手腕在P5.5時屈曲，維持手腕角度過球，轉身至P10收桿。";"手腕角度保持得很好，觸球時桿面方正，且揮桿軌跡由內向外所致。";"";"2023-02-14 16:12:31"
8106;8133;"出球方向往目標右側飛出再向左曲回到目標之小左曲球(P7觸球時桿面角度方正，揮桿路徑大於桿面角度。球直直的飛出去之後往左曲回到目標)";"";"P2~3 上桿";"置球點到擊球落點的距離一般水準 這是職業選手喜歡打出的球路，瞄球時桿面朝向目標，站姿朝向目標右方，上桿時維持軸心，P2至P4胸椎充分旋轉，下桿時重心往左，左半身帶領，P5至P6右肩和右手肘維持外旋，左手腕在P5.5時屈曲，維持手腕角度過球，轉身至P10收桿。";"手腕角度保持得很好，觸球時桿面方正，且揮桿軌跡由內向外所致。";"";"2023-02-14 16:13:10"
8107;8134;"擊球失敗,無法判定";"";"擊球失敗,無法判定";"擊球發射角度超出正常範圍";"擊球姿勢嚴重錯誤";"";"2023-02-14 16:13:17"
8108;8135;"擊球失敗,無法判定";"";"擊球失敗,無法判定";"擊球發射角度超出正常範圍";"擊球姿勢嚴重錯誤";"";"2023-02-14 16:13:41"
8109;8136;"出球方向往目標右側飛出再向左曲回到目標之小左曲球(P7觸球時桿面角度方正，揮桿路徑大於桿面角度。球直直的飛出去之後往左曲回到目標)";"";"P2~3 上桿";"置球點到擊球落點的距離達到職業級水準 這是職業選手喜歡打出的球路，瞄球時桿面朝向目標，站姿朝向目標右方，上桿時維持軸心，P2至P4胸椎充分旋轉，下桿時重心往左，左半身帶領，P5至P6右肩和右手肘維持外旋，左手腕在P5.5時屈曲，維持手腕角度過球，轉身至P10收桿。";"手腕角度保持得很好，觸球時桿面方正，且揮桿軌跡由內向外所致。";"";"2023-02-14 16:14:30"
8110;8137;"出球方向往目標左側之後再更向左曲之左拉曲球或稱為大左曲球(P7觸球時桿面角度和軌跡都朝左，且桿面角度大於揮桿軌跡，所以出球路徑往左飛後再更左曲)";"";"P2~3 上桿";"置球點到擊球落點的距離達到專業水準 上桿時維持軸心，P2主P4胸椎充分旋轉下桿時重心往左，左半身帶領，P5至P6右肩和右手肘維持外旋，左手腕在P5.5時屈曲，維持手腕角度過球，轉身至P10收桿。";"通常是因為右手出力手腕往下壓太快導致揮桿路徑由外往內，且翻轉了手腕";"";"2023-02-14 16:15:24"
8111;8138;"出球方向往目標右側飛出再向左曲回到目標之小左曲球(P7觸球時桿面角度方正，揮桿路徑大於桿面角度。球直直的飛出去之後往左曲回到目標)";"";"P2~3 上桿";"下桿時，膝關節伸直，腰部伸展，聳肩、抬頭，上臂用力導致手肘彎曲，身體重心移到腳跟";"手腕角度保持得很好，觸球時桿面方正，且揮桿軌跡由內向外所致。";"";"2023-02-14 16:15:35"
8112;8139;"出球方向往目標右側飛出再向左曲回到目標之小左曲球(P7觸球時桿面角度方正，揮桿路徑大於桿面角度。球直直的飛出去之後往左曲回到目標)";"";"P2~3 上桿";"下桿時，膝關節伸直，腰部伸展，聳肩、抬頭，上臂用力導致手肘彎曲，身體重心移到腳跟";"手腕角度保持得很好，觸球時桿面方正，且揮桿軌跡由內向外所致。";"";"2023-02-14 16:16:08"
8113;8140;"擊球失敗,無法判定";"";"擊球失敗,無法判定";"擊球發射角度超出正常範圍";"擊球姿勢嚴重錯誤";"";"2023-02-14 16:16:24"
8114;8141;"擊球失敗,無法判定";"";"擊球失敗,無法判定";"擊球發射角度超出正常範圍";"擊球姿勢嚴重錯誤";"";"2023-02-14 16:16:42"
8115;8142;"出球方向由目標左側飛出再向右曲回到目標之小右曲球 (P7觸球時桿面角度方正，揮桿路徑由外向內大於桿面角度。球直直的飛出去之後往右曲回到目標)";"";"P2~3 上桿";"此擊球它看起來不錯但置球點到擊球落點的距離不佳。堅信你的揮桿要保持良好的平衡，如果你能保持收杆，那是你能得到更好的擊球";"手腕角度保持得很好，桿面觸球方正，且揮桿軌跡由外向內所致。";"";"2023-02-14 16:16:53"
8116;8143;"出球方向往目標左側之後再更向左曲之左拉曲球或稱為大左曲球(P7觸球時桿面角度和軌跡都朝左，且桿面角度大於揮桿軌跡，所以出球路徑往左飛後再更左曲)";"";"P2~3 上桿";"此擊球它看起來不錯但置球點到擊球落點的距離不佳。堅信你的揮桿要保持良好的平衡，如果你能保持收杆，那是你能得到更好的擊球";"通常是因為右手出力手腕往下壓太快導致揮桿路徑由外往內，且翻轉了手腕";"";"2023-02-14 16:17:11"
8117;8144;"出球方向由目標左側飛出再向右曲回到目標之小右曲球 (P7觸球時桿面角度方正，揮桿路徑由外向內大於桿面角度。球直直的飛出去之後往右曲回到目標)";"";"P2~3 上桿";"此擊球它看起來不錯但置球點到擊球落點的距離不佳。堅信你的揮桿要保持良好的平衡，如果你能保持收杆，那是你能得到更好的擊球";"手腕角度保持得很好，桿面觸球方正，且揮桿軌跡由外向內所致。";"";"2023-02-14 16:17:35"
8118;8145;"出球方向往目標右側飛出再向左曲回到目標之小左曲球(P7觸球時桿面角度方正，揮桿路徑大於桿面角度。球直直的飛出去之後往左曲回到目標)";"";"P2~3 上桿";"下桿時，膝關節伸直，腰部伸展，聳肩、抬頭，上臂用力導致手肘彎曲，身體重心移到腳跟";"手腕角度保持得很好，觸球時桿面方正，且揮桿軌跡由內向外所致。";"";"2023-02-14 16:17:55"
8119;8146;"出球方向往目標右側飛出再向左曲回到目標之小左曲球(P7觸球時桿面角度方正，揮桿路徑大於桿面角度。球直直的飛出去之後往左曲回到目標)";"";"P2~3 上桿";"置球點到擊球落點的距離達到職業級水準 這是職業選手喜歡打出的球路，瞄球時桿面朝向目標，站姿朝向目標右方，上桿時維持軸心，P2至P4胸椎充分旋轉，下桿時重心往左，左半身帶領，P5至P6右肩和右手肘維持外旋，左手腕在P5.5時屈曲，維持手腕角度過球，轉身至P10收桿。";"手腕角度保持得很好，觸球時桿面方正，且揮桿軌跡由內向外所致。";"";"2023-02-14 16:17:56"
8120;8147;"擊球失敗,無法判定";"";"擊球失敗,無法判定";"擊球發射角度超出正常範圍";"擊球姿勢嚴重錯誤";"";"2023-02-14 16:18:20"
8121;8148;"擊球失敗,無法判定";"";"擊球失敗,無法判定";"擊球發射角度超出正常範圍";"擊球姿勢嚴重錯誤";"";"2023-02-14 16:18:36"
8122;8149;"擊球失敗,無法判定";"";"擊球失敗,無法判定";"擊球發射角度超出正常範圍";"擊球姿勢嚴重錯誤";"";"2023-02-14 16:19:08"
8123;8150;"出球方向往目標右側飛出再向左曲回到目標之小左曲球(P7觸球時桿面角度方正，揮桿路徑大於桿面角度。球直直的飛出去之後往左曲回到目標)";"";"P2~3 上桿";"置球點到擊球落點的距離達到標準水準 這是職業選手喜歡打出的球路，瞄球時桿面朝向目標，站姿朝向目標右方，上桿時維持軸心，P2至P4胸椎充分旋轉，下桿時重心往左，左半身帶領，P5至P6右肩和右手肘維持外旋，左手腕在P5.5時屈曲，維持手腕角度過球，轉身至P10收桿。";"手腕角度保持得很好，觸球時桿面方正，且揮桿軌跡由內向外所致。";"";"2023-02-14 16:19:25"
8124;8151;"出球方向由目標左側飛出再向右曲回到目標之小右曲球 (P7觸球時桿面角度方正，揮桿路徑由外向內大於桿面角度。球直直的飛出去之後往右曲回到目標)";"";"P2~3 上桿";"此擊球它看起來不錯但置球點到擊球落點的距離不佳。堅信你的揮桿要保持良好的平衡，如果你能保持收杆，那是你能得到更好的擊球";"手腕角度保持得很好，桿面觸球方正，且揮桿軌跡由外向內所致。";"";"2023-02-14 16:20:32"
8125;8152;"出球方向往目標右側飛出再向左曲回到目標之小左曲球(P7觸球時桿面角度方正，揮桿路徑大於桿面角度。球直直的飛出去之後往左曲回到目標)";"";"P2~3 上桿";"下桿時，膝關節伸直，腰部伸展，聳肩、抬頭，上臂用力導致手肘彎曲，身體重心移到腳跟";"手腕角度保持得很好，觸球時桿面方正，且揮桿軌跡由內向外所致。";"";"2023-02-14 16:21:00"
8126;8153;"出球方向往目標左側之後再更向左曲之左拉曲球或稱為大左曲球(P7觸球時桿面角度和軌跡都朝左，且桿面角度大於揮桿軌跡，所以出球路徑往左飛後再更左曲)";"";"P2~3 上桿";"置球點到擊球落點的距離達到職業級水準 上桿時維持軸心，P2主P4胸椎充分旋轉下桿時重心往左，左半身帶領，P5至P6右肩和右手肘維持外旋，左手腕在P5.5時屈曲，維持手腕角度過球，轉身至P10收桿。";"通常是因為右手出力手腕往下壓太快導致揮桿路徑由外往內，且翻轉了手腕";"";"2023-02-14 16:21:14"
8127;8154;"出球方向往目標右側飛出再向左曲回到目標之小左曲球(P7觸球時桿面角度方正，揮桿路徑大於桿面角度。球直直的飛出去之後往左曲回到目標)";"";"P2~3 上桿";"下桿時，膝關節伸直，腰部伸展，聳肩、抬頭，上臂用力導致手肘彎曲，身體重心移到腳跟";"手腕角度保持得很好，觸球時桿面方正，且揮桿軌跡由內向外所致。";"";"2023-02-14 16:22:14"
8128;8155;"出球方向由目標左側飛出再向右曲回到目標之小右曲球 (P7觸球時桿面角度方正，揮桿路徑由外向內大於桿面角度。球直直的飛出去之後往右曲回到目標)";"";"P2~3 上桿";"此擊球它看起來不錯但置球點到擊球落點的距離不佳。堅信你的揮桿要保持良好的平衡，如果你能保持收杆，那是你能得到更好的擊球";"手腕角度保持得很好，桿面觸球方正，且揮桿軌跡由外向內所致。";"";"2023-02-14 16:22:29"
8129;8156;"出球方向往目標左側之後再更向左曲之左拉曲球或稱為大左曲球(P7觸球時桿面角度和軌跡都朝左，且桿面角度大於揮桿軌跡，所以出球路徑往左飛後再更左曲)";"";"P2~3 上桿";"此擊球它看起來不錯但置球點到擊球落點的距離不佳。堅信你的揮桿要保持良好的平衡，如果你能保持收杆，那是你能得到更好的擊球";"通常是因為右手出力手腕往下壓太快導致揮桿路徑由外往內，且翻轉了手腕";"";"2023-02-14 16:22:36"
8130;8157;"出球方向往目標線右側之後再往左曲之左曲球(P7 觸球時桿面打開軌跡由內向外，但桿面角度小於揮桿路徑)";"";"P2~3 上桿";"此擊球它看起來不錯但置球點到擊球落點的距離不佳。堅信你的揮桿要保持良好的平衡，如果你能保持收杆，那是你能得到更好的擊球";"上桿往內側，然後再由內側透過手腕的翻轉使球往左旋。有時為了修正由外往內的揮桿路徑會刻意打出這種球來調整感覺，但做過頭的話很難控球，因為球落地會滾動太多，不容易控制距離。";"";"2023-02-14 16:22:59"
8131;8158;"出球方向往目標線右側之後再往左曲之左曲球(P7 觸球時桿面打開軌跡由內向外，但桿面角度小於揮桿路徑)";"";"P2~3 上桿";"此擊球它看起來不錯但置球點到擊球落點的距離不佳。堅信你的揮桿要保持良好的平衡，如果你能保持收杆，那是你能得到更好的擊球";"上桿往內側，然後再由內側透過手腕的翻轉使球往左旋。有時為了修正由外往內的揮桿路徑會刻意打出這種球來調整感覺，但做過頭的話很難控球，因為球落地會滾動太多，不容易控制距離。";"";"2023-02-14 16:24:00"
8132;8159;"擊球失敗,無法判定";"";"擊球失敗,無法判定";"擊球發射角度超出正常範圍";"擊球姿勢嚴重錯誤";"";"2023-02-14 16:24:13"
8133;8160;"出球方向往目標右側飛出再向左曲回到目標之小左曲球(P7觸球時桿面角度方正，揮桿路徑大於桿面角度。球直直的飛出去之後往左曲回到目標)";"";"P2~3 上桿";"下桿時，膝關節伸直，腰部伸展，聳肩、抬頭，上臂用力導致手肘彎曲，身體重心移到腳跟";"手腕角度保持得很好，觸球時桿面方正，且揮桿軌跡由內向外所致。";"";"2023-02-14 16:24:51"
8134;8161;"出球方向往目標右側之後再更往右曲之大右曲球(P7觸球時桿面過開，且揮桿軌跡由內往外但少於桿面角度，球會往右飛，然後再更向右曲)";"";"P2~3 上桿";"上桿時維持軸心，P2時桿身平行於雙腳之平行線，保持桿面角度，P2至P4胸椎充分旋轉，下桿時於P3重心往左，左半身帶領的同時，P5至P6右肩和右手肘維持外旋，左手腕在P5.5時屈曲，維持手腕角度過球，轉身至P10收桿。";"上桿過度陡峭，下桿時突然過度由內往外打，或是上桿太內側且由內往外推所致。";"";"2023-02-14 16:26:23"
8135;8162;"出球方向往目標右側之後再更往右曲之大右曲球(P7觸球時桿面過開，且揮桿軌跡由內往外但少於桿面角度，球會往右飛，然後再更向右曲)";"";"P2~3 上桿";"上桿時維持軸心，P2時桿身平行於雙腳之平行線，保持桿面角度，P2至P4胸椎充分旋轉，下桿時於P3重心往左，左半身帶領的同時，P5至P6右肩和右手肘維持外旋，左手腕在P5.5時屈曲，維持手腕角度過球，轉身至P10收桿。";"上桿過度陡峭，下桿時突然過度由內往外打，或是上桿太內側且由內往外推所致。";"";"2023-02-14 16:26:31"
8136;8163;"出球方向往目標右側飛出再向左曲回到目標之小左曲球(P7觸球時桿面角度方正，揮桿路徑大於桿面角度。球直直的飛出去之後往左曲回到目標)";"";"P2~3 上桿";"下桿時，膝關節伸直，腰部伸展，聳肩、抬頭，上臂用力導致手肘彎曲，身體重心移到腳跟";"手腕角度保持得很好，觸球時桿面方正，且揮桿軌跡由內向外所致。";"";"2023-02-14 16:26:48"
8137;8164;"出球方向往目標左側之後再更向左曲之左拉曲球或稱為大左曲球(P7觸球時桿面角度和軌跡都朝左，且桿面角度大於揮桿軌跡，所以出球路徑往左飛後再更左曲)";"";"P2~3 上桿";"置球點到擊球落點的距離達到專業水準 上桿時維持軸心，P2主P4胸椎充分旋轉下桿時重心往左，左半身帶領，P5至P6右肩和右手肘維持外旋，左手腕在P5.5時屈曲，維持手腕角度過球，轉身至P10收桿。";"通常是因為右手出力手腕往下壓太快導致揮桿路徑由外往內，且翻轉了手腕";"";"2023-02-14 16:26:54"
8138;8165;"出球方向由目標左側飛出再向右曲回到目標之小右曲球 (P7觸球時桿面角度方正，揮桿路徑由外向內大於桿面角度。球直直的飛出去之後往右曲回到目標)";"";"P2~3 上桿";"此擊球它看起來不錯但置球點到擊球落點的距離不佳。堅信你的揮桿要保持良好的平衡，如果你能保持收杆，那是你能得到更好的擊球";"手腕角度保持得很好，桿面觸球方正，且揮桿軌跡由外向內所致。";"";"2023-02-14 16:27:13"
8139;8166;"出球方向往目標右側飛出再向左曲回到目標之小左曲球(P7觸球時桿面角度方正，揮桿路徑大於桿面角度。球直直的飛出去之後往左曲回到目標)";"";"P2~3 上桿";"下桿時，膝關節伸直，腰部伸展，聳肩、抬頭，上臂用力導致手肘彎曲，身體重心移到腳跟";"手腕角度保持得很好，觸球時桿面方正，且揮桿軌跡由內向外所致。";"";"2023-02-14 16:27:14"
8140;8167;"出球方向往目標右側飛出再向左曲回到目標之小左曲球(P7觸球時桿面角度方正，揮桿路徑大於桿面角度。球直直的飛出去之後往左曲回到目標)";"";"P2~3 上桿";"置球點到擊球落點的距離達到標準水準 這是職業選手喜歡打出的球路，瞄球時桿面朝向目標，站姿朝向目標右方，上桿時維持軸心，P2至P4胸椎充分旋轉，下桿時重心往左，左半身帶領，P5至P6右肩和右手肘維持外旋，左手腕在P5.5時屈曲，維持手腕角度過球，轉身至P10收桿。";"手腕角度保持得很好，觸球時桿面方正，且揮桿軌跡由內向外所致。";"";"2023-02-14 16:27:33"
8141;8168;"出球方向往目標右側飛出再向左曲回到目標之小左曲球(P7觸球時桿面角度方正，揮桿路徑大於桿面角度。球直直的飛出去之後往左曲回到目標)";"";"P2~3 上桿";"下桿時，膝關節伸直，腰部伸展，聳肩、抬頭，上臂用力導致手肘彎曲，身體重心移到腳跟";"手腕角度保持得很好，觸球時桿面方正，且揮桿軌跡由內向外所致。";"";"2023-02-14 16:27:40"
8142;8169;"擊球失敗,無法判定";"";"擊球失敗,無法判定";"擊球發射角度超出正常範圍";"擊球姿勢嚴重錯誤";"";"2023-02-14 16:28:06"
8143;8170;"出球方向往目標左側之後再更向左曲之左拉曲球或稱為大左曲球(P7觸球時桿面角度和軌跡都朝左，且桿面角度大於揮桿軌跡，所以出球路徑往左飛後再更左曲)";"";"P2~3 上桿";"置球點到擊球落點的距離一般水準 上桿時維持軸心，P2主P4胸椎充分旋轉下桿時重心往左，左半身帶領，P5至P6右肩和右手肘維持外旋，左手腕在P5.5時屈曲，維持手腕角度過球，轉身至P10收桿。";"通常是因為右手出力手腕往下壓太快導致揮桿路徑由外往內，且翻轉了手腕";"";"2023-02-14 16:28:08"
8144;8171;"出球方向往目標右側之後再更往右曲之大右曲球(P7觸球時桿面過開，且揮桿軌跡由內往外但少於桿面角度，球會往右飛，然後再更向右曲)";"";"P2~3 上桿";"上桿時維持軸心，P2時桿身平行於雙腳之平行線，保持桿面角度，P2至P4胸椎充分旋轉，下桿時於P3重心往左，左半身帶領的同時，P5至P6右肩和右手肘維持外旋，左手腕在P5.5時屈曲，維持手腕角度過球，轉身至P10收桿。";"上桿過度陡峭，下桿時突然過度由內往外打，或是上桿太內側且由內往外推所致。";"";"2023-02-14 16:28:23"
8145;8172;"出球方向往目標右側飛出再向左曲回到目標之小左曲球(P7觸球時桿面角度方正，揮桿路徑大於桿面角度。球直直的飛出去之後往左曲回到目標)";"";"P2~3 上桿";"置球點到擊球落點的距離達到標準水準 這是職業選手喜歡打出的球路，瞄球時桿面朝向目標，站姿朝向目標右方，上桿時維持軸心，P2至P4胸椎充分旋轉，下桿時重心往左，左半身帶領，P5至P6右肩和右手肘維持外旋，左手腕在P5.5時屈曲，維持手腕角度過球，轉身至P10收桿。";"手腕角度保持得很好，觸球時桿面方正，且揮桿軌跡由內向外所致。";"";"2023-02-14 16:29:28"
8146;8173;"出球方向往目標右側飛出再向左曲回到目標之小左曲球(P7觸球時桿面角度方正，揮桿路徑大於桿面角度。球直直的飛出去之後往左曲回到目標)";"";"P2~3 上桿";"置球點到擊球落點的距離達到標準水準 這是職業選手喜歡打出的球路，瞄球時桿面朝向目標，站姿朝向目標右方，上桿時維持軸心，P2至P4胸椎充分旋轉，下桿時重心往左，左半身帶領，P5至P6右肩和右手肘維持外旋，左手腕在P5.5時屈曲，維持手腕角度過球，轉身至P10收桿。";"手腕角度保持得很好，觸球時桿面方正，且揮桿軌跡由內向外所致。";"";"2023-02-14 16:30:00"
8147;8174;"出球方向往目標右側飛出再向左曲回到目標之小左曲球(P7觸球時桿面角度方正，揮桿路徑大於桿面角度。球直直的飛出去之後往左曲回到目標)";"";"P2~3 上桿";"置球點到擊球落點的距離一般水準 這是職業選手喜歡打出的球路，瞄球時桿面朝向目標，站姿朝向目標右方，上桿時維持軸心，P2至P4胸椎充分旋轉，下桿時重心往左，左半身帶領，P5至P6右肩和右手肘維持外旋，左手腕在P5.5時屈曲，維持手腕角度過球，轉身至P10收桿。";"手腕角度保持得很好，觸球時桿面方正，且揮桿軌跡由內向外所致。";"";"2023-02-14 16:30:29"
